id,name,city,code,country_id/id
l01n_do_postal_code_389,Pueblo Nuevo,Santo Domingo,10805,base.do
l01n_do_postal_code_390,Pueblo Nuevo,Santo Domingo,11601,base.do
l01n_do_postal_code_391,Puerto de Haina,Santo Domingo,11117,base.do
l01n_do_postal_code_392,Puerto Rico,Santo Domingo,11904,base.do
l01n_do_postal_code_393,Puerto Rico,Santo Domingo,10805,base.do
l01n_do_postal_code_394,Radiante,Santo Domingo,11207,base.do
l01n_do_postal_code_395,Ralma,Santo Domingo,11507,base.do
l01n_do_postal_code_396,Renacimiento,Santo Domingo,11111,base.do
l01n_do_postal_code_397,Renacimiento,Santo Domingo,11112,base.do
l01n_do_postal_code_398,Rep. Alma Rosa,Santo Domingo,11511,base.do
l01n_do_postal_code_399,Rep. Villa Carmen,Santo Domingo,11802,base.do
l01n_do_postal_code_400,Rep. Villa María,Santo Domingo,11201,base.do
l01n_do_postal_code_401,Reparto Aguedita,Santo Domingo,10218,base.do
l01n_do_postal_code_402,Reparto Caribe,Santo Domingo,11706,base.do
l01n_do_postal_code_403,Reparto Miguelina,Santo Domingo,10702,base.do
l01n_do_postal_code_404,Reparto Rudima,Santo Domingo,11207,base.do
l01n_do_postal_code_405,Reparto Samaria,Santo Domingo,10702,base.do
l01n_do_postal_code_406,Res. Amapola,Santo Domingo,11518,base.do
l01n_do_postal_code_407,Res. Clarimar,Santo Domingo,11803,base.do
l01n_do_postal_code_408,Res. Del Este,Santo Domingo,11510,base.do
l01n_do_postal_code_409,Res. Don Oscar,Santo Domingo,11517,base.do
l01n_do_postal_code_410,Res. El Dorado,Santo Domingo,11202,base.do
l01n_do_postal_code_411,Res. Fernandez Oriental,Santo Domingo,11804,base.do
l01n_do_postal_code_412,Res. Idalia A 1,Santo Domingo,11514,base.do
l01n_do_postal_code_413,Res. Lomisa,Santo Domingo,11513,base.do
l01n_do_postal_code_414,Res. Mirador Del Este,Santo Domingo,11804,base.do
l01n_do_postal_code_415,Res. Noelia,Santo Domingo,11402,base.do
l01n_do_postal_code_416,Res. Oriente,Santo Domingo,11509,base.do
l01n_do_postal_code_417,Res. Parque Del Este,Santo Domingo,11604,base.do
l01n_do_postal_code_418,Res. Santo Domingo,Santo Domingo,11114,base.do
l01n_do_postal_code_419,Res. Sol de Luz,Santo Domingo,11205,base.do
l01n_do_postal_code_420,Res. Teresa,Santo Domingo,11704,base.do
l01n_do_postal_code_421,Res. Enriquillo,Santo Domingo,11106,base.do
l01n_do_postal_code_422,Res. Alameda,Santo Domingo,10902,base.do
l01n_do_postal_code_423,Res. Almendra,Santo Domingo,10902,base.do
l01n_do_postal_code_424,Res. Canaan,Santo Domingo,11116,base.do
l01n_do_postal_code_425,Res. Don Oscar,Santo Domingo,11809,base.do
l01n_do_postal_code_426,Res. José Contreras,Santo Domingo,11102,base.do
l01n_do_postal_code_427,Res. La Yuca,Santo Domingo,10606,base.do
l01n_do_postal_code_428,Res. Loyola,Santo Domingo,10904,base.do
l01n_do_postal_code_429,Res. Rosmil,Santo Domingo,10136,base.do
l01n_do_postal_code_430,Rivera Del Haina,Santo Domingo,10903,base.do
l01n_do_postal_code_431,Rocamar,Santo Domingo,10115,base.do
l01n_do_postal_code_432,Rosa María,Santo Domingo,10904,base.do
l01n_do_postal_code_433,Rosario Sánchez,Santo Domingo,11904,base.do
l01n_do_postal_code_434,Sabana Centro,Santo Domingo,11404,base.do
l01n_do_postal_code_435,Sabana Perdida,Santo Domingo,11404,base.do
l01n_do_postal_code_436,Sabaneta,Santo Domingo,11808,base.do
l01n_do_postal_code_437,Salome Urea,Santo Domingo,11405,base.do
l01n_do_postal_code_438,San Antonio,Santo Domingo,11902,base.do
l01n_do_postal_code_439,San Bartolo,Santo Domingo,11706,base.do
l01n_do_postal_code_440,San Carlos,Santo Domingo,10216,base.do
l01n_do_postal_code_441,San Carlos,Santo Domingo,10217,base.do
l01n_do_postal_code_442,San Francisco,Santo Domingo,11004,base.do
l01n_do_postal_code_443,San Gerónimo,Santo Domingo,10104,base.do
l01n_do_postal_code_444,San Gerónimo,Santo Domingo,10134,base.do
l01n_do_postal_code_445,San José,Santo Domingo,11105,base.do
l01n_do_postal_code_446,San José de Mendoza,Santo Domingo,11803,base.do
l01n_do_postal_code_447,San Lázaro,Santo Domingo,10211,base.do
l01n_do_postal_code_448,San Martín de Porres,Santo Domingo,10302,base.do
l01n_do_postal_code_449,San Miguel,Santo Domingo,10212,base.do
l01n_do_postal_code_450,San Miguel,Santo Domingo,10902,base.do
l01n_do_postal_code_451,San Miguel,Santo Domingo,11106,base.do
l01n_do_postal_code_452,San Pablo II,Santo Domingo,11518,base.do
l01n_do_postal_code_453,Sans Souci,Santo Domingo,11603,base.do
l01n_do_postal_code_454,Sandra,Santo Domingo,11107,base.do
l01n_do_postal_code_455,Sandra I,Santo Domingo,11107,base.do
l01n_do_postal_code_456,Santa Cruz,Santo Domingo,11205,base.do
l01n_do_postal_code_457,Santa Rosa,Santo Domingo,10502,base.do
l01n_do_postal_code_458,Sarasota,Santo Domingo,10113,base.do
l01n_do_postal_code_459,Savica,Santo Domingo,10803,base.do
l01n_do_postal_code_460,Savica,Santo Domingo,11507,base.do
l01n_do_postal_code_461,Simón Bolívar,Santo Domingo,10405,base.do
l01n_do_postal_code_462,Simonico,Santo Domingo,11602,base.do
l01n_do_postal_code_463,Sol Naciente,Santo Domingo,11509,base.do
l01n_do_postal_code_464,Suriel,Santo Domingo,11204,base.do
l01n_do_postal_code_465,Trabajadores,Santo Domingo,11802,base.do
l01n_do_postal_code_466,Tropical Del Este,Santo Domingo,11704,base.do
l01n_do_postal_code_467,Tropicana,Santo Domingo,11105,base.do
l01n_do_postal_code_468,Trueva,Santo Domingo,10501,base.do
l01n_do_postal_code_469,Urb. Amanda,Santo Domingo,11508,base.do
l01n_do_postal_code_470,Urb. Ana T. Balaguer,Santo Domingo,11807,base.do
l01n_do_postal_code_471,Urb. Brisa Del Norte,Santo Domingo,10702,base.do
l01n_do_postal_code_472,Urb. Charles de Gaulle,Santo Domingo,11403,base.do
l01n_do_postal_code_473,Urb. El Remanso,Santo Domingo,11202,base.do
l01n_do_postal_code_474,Urb. El Rosal,Santo Domingo,11004,base.do
l01n_do_postal_code_475,Urb. Italia,Santo Domingo,11506,base.do
l01n_do_postal_code_476,Urb. Las Palmas,Santo Domingo,10901,base.do
l01n_do_postal_code_477,Urb. Las Praderas,Santo Domingo,10135,base.do
l01n_do_postal_code_478,Urb. Máximo Gómez,Santo Domingo,11205,base.do
l01n_do_postal_code_479,Urb. Olimpo,Santo Domingo,10901,base.do
l01n_do_postal_code_480,Urb. Primavera,Santo Domingo,11203,base.do
l01n_do_postal_code_481,Urb. Puerta de Hierro,Santo Domingo,10505,base.do
l01n_do_postal_code_482,Urb. Real,Santo Domingo,11112,base.do
l01n_do_postal_code_483,Urb. San Rafael,Santo Domingo,10805,base.do
l01n_do_postal_code_484,Urb. Santa Cruz,Santo Domingo,11204,base.do
l01n_do_postal_code_485,Urb. Sarah Gabriela,Santo Domingo,11201,base.do
l01n_do_postal_code_486,Urb. Fernandez,Santo Domingo,10129,base.do
l01n_do_postal_code_487,Urb. Las Mercedes,Santo Domingo,10803,base.do
l01n_do_postal_code_488,Urb. Palma Real,Santo Domingo,10702,base.do
l01n_do_postal_code_489,Valle Encantado,Santo Domingo,10802,base.do
l01n_do_postal_code_490,Valle Verde,Santo Domingo,11201,base.do
l01n_do_postal_code_491,Varia,Santo Domingo,10803,base.do
l01n_do_postal_code_492,Vecinos Unidos,Santo Domingo,11508,base.do
l01n_do_postal_code_493,Viejo Arroyo Hondo,Santo Domingo,10510,base.do
l01n_do_postal_code_494,Vietnam,Santo Domingo,11902,base.do
l01n_do_postal_code_495,Villa Adela,Santo Domingo,11707,base.do
l01n_do_postal_code_496,Villa Aura,Santo Domingo,10901,base.do
l01n_do_postal_code_497,Villa Blanca,Santo Domingo,11405,base.do
l01n_do_postal_code_498,Villa Carmela,Santo Domingo,11201,base.do
l01n_do_postal_code_499,Villa Carmen,Santo Domingo,11802,base.do
l01n_do_postal_code_500,Villa Claudina,Santo Domingo,10607,base.do
l01n_do_postal_code_501,Villa Consuelo,Santo Domingo,10308,base.do
l01n_do_postal_code_502,Villa Consuelo,Santo Domingo,10309,base.do
l01n_do_postal_code_503,Villa Duarte,Santo Domingo,11602,base.do
l01n_do_postal_code_504,Villa Elena,Santo Domingo,10608,base.do
l01n_do_postal_code_505,Villa Eloisa,Santo Domingo,11707,base.do
l01n_do_postal_code_506,Villa Esfuerzo,Santo Domingo,11805,base.do
l01n_do_postal_code_507,Villa Esperanza,Santo Domingo,11402,base.do
l01n_do_postal_code_508,Villa Faro,Santo Domingo,11505,base.do
l01n_do_postal_code_509,Villa Francisca,Santo Domingo,10214,base.do
l01n_do_postal_code_510,Villa Francisca,Santo Domingo,10215,base.do
l01n_do_postal_code_511,Villa Juana,Santo Domingo,10412,base.do
l01n_do_postal_code_512,Villa Juana,Santo Domingo,10413,base.do
l01n_do_postal_code_513,Villa María,Santo Domingo,10307,base.do
l01n_do_postal_code_514,Villa Marina,Santo Domingo,10608,base.do
l01n_do_postal_code_515,Villa Mella,Santo Domingo,11201,base.do
l01n_do_postal_code_516,Villa Nazaret,Santo Domingo,10903,base.do
l01n_do_postal_code_517,Villa Nueva,Santo Domingo,11201,base.do
l01n_do_postal_code_518,Villa Olímpica,Santo Domingo,11606,base.do
l01n_do_postal_code_519,Villa Peravia,Santo Domingo,10902,base.do
l01n_do_postal_code_520,Villa San Felipe,Santo Domingo,10802,base.do
l01n_do_postal_code_521,Villa Satélite,Santo Domingo,11201,base.do
l01n_do_postal_code_522,Villas Agrícolas,Santo Domingo,10409,base.do
l01n_do_postal_code_523,Villas Agrícolas,Santo Domingo,10410,base.do
l01n_do_postal_code_524,Villas Del Café,Santo Domingo,11116,base.do
l01n_do_postal_code_525,Villas Naco,Santo Domingo,10804,base.do
l01n_do_postal_code_526,Vista Bella,Santo Domingo,11201,base.do
l01n_do_postal_code_527,Vista Hermosa,Santo Domingo,11517,base.do
l01n_do_postal_code_528,Yaquito,Santo Domingo,10502,base.do
l01n_do_postal_code_529,Zona Colonial,Santo Domingo,10210,base.do
l01n_do_postal_code_530,Zona Franca de Los Alcarrizos,Santo Domingo,10802,base.do
l01n_do_postal_code_531,Zona Franca Industrial de Herrera,Santo Domingo,11806,base.do
l01n_do_postal_code_532,Zona Industrial de Villa Mella,Santo Domingo,11206,base.do
l01n_do_postal_code_533,Zona Industrial de Herrera,Santo Domingo,11113,base.do
l01n_do_postal_code_534,Zona Industrial de Herrera,Santo Domingo,11001,base.do
l01n_do_postal_code_535,Zona Industrial de la Isabela,Santo Domingo,11205,base.do
l01n_do_postal_code_536,Zona Universitaria,Santo Domingo,10103,base.do
l01n_do_postal_code_537,12 de Haina,Santo Domingo,11116,base.do
l01n_do_postal_code_538,16 de Agosto,Santo Domingo,11101,base.do
l01n_do_postal_code_539,2 de Enero,Santo Domingo,11404,base.do
l01n_do_postal_code_540,24 de Abril,Santo Domingo,10404,base.do
l01n_do_postal_code_541,24 de Abril,Santo Domingo,10803,base.do
l01n_do_postal_code_542,27 de Febrero,Santo Domingo,10305,base.do
l01n_do_postal_code_543,30 de Mayo,Santo Domingo,10116,base.do
l01n_do_postal_code_544,Distrito Nacional,Distrito Nacional,10100,base.do
l01n_do_postal_code_545,Santo Domingo Norte,Santo Domingo,11200,base.do
l01n_do_postal_code_546,Santo Domingo Este,Santo Domingo,11500,base.do
l01n_do_postal_code_547,Santo Domingo Oeste,Santo Domingo,10700,base.do
l01n_do_postal_code_548,Boca Del Soco,San Pedro de Macorís,21001,base.do
l01n_do_postal_code_549,Guayacanes,San Pedro de Macorís,21002,base.do
l01n_do_postal_code_550,La Punta,San Pedro de Macorís,21003,base.do
l01n_do_postal_code_551,Juan Dolio,San Pedro de Macorís,21004,base.do
l01n_do_postal_code_552,San José de Los Llanos,San Pedro de Macorís,21100,base.do
l01n_do_postal_code_553,Cayacoa,San Pedro de Macorís,21101,base.do
l01n_do_postal_code_554,El Guayabal,San Pedro de Macorís,21102,base.do
l01n_do_postal_code_555,Los Jíbaros,San Pedro de Macorís,21103,base.do
l01n_do_postal_code_556,Los Montones,San Pedro de Macorís,21104,base.do
l01n_do_postal_code_557,San Gerónimo,San Pedro de Macorís,21105,base.do
l01n_do_postal_code_558,Ajagual,San Pedro de Macorís,21201,base.do
l01n_do_postal_code_559,Los Lorenes,San Pedro de Macorís,21202,base.do
l01n_do_postal_code_560,Magarin,San Pedro de Macorís,21203,base.do
l01n_do_postal_code_561,Alejandro Bass,San Pedro de Macorís,21301,base.do
l01n_do_postal_code_562,Las Callas,San Pedro de Macorís,21302,base.do
l01n_do_postal_code_563,Pajarito,San Pedro de Macorís,21401,base.do
l01n_do_postal_code_564,Los Montones,San Pedro de Macorís,21402,base.do
l01n_do_postal_code_565,Zorra Buena,San Pedro de Macorís,21403,base.do
l01n_do_postal_code_566,Caonabo,San Pedro de Macorís,21404,base.do
l01n_do_postal_code_567,Malulani,San Pedro de Macorís,21405,base.do
l01n_do_postal_code_568,Gautier Dm,San Pedro de Macorís,21406,base.do
l01n_do_postal_code_569,Aletón,La Romana,22001,base.do
l01n_do_postal_code_570,Guaymate,La Romana,22002,base.do
l01n_do_postal_code_571,Isla Saona,La Romana,22003,base.do
l01n_do_postal_code_572,Altos de Chavón,La Romana,22004,base.do
l01n_do_postal_code_573,Sabana,La Romana,22101,base.do
l01n_do_postal_code_574,10 de Cumayasa Dm,La Romana,22201,base.do
l01n_do_postal_code_575,Bejucal,La Altagracia,23001,base.do
l01n_do_postal_code_576,Santana,La Altagracia,23002,base.do
l01n_do_postal_code_577,El Salado,La Altagracia,23003,base.do
l01n_do_postal_code_578,Jima Jaragua,La Altagracia,23004,base.do
l01n_do_postal_code_579,Los Ríos,La Altagracia,23005,base.do
l01n_do_postal_code_580,Mata Chalupa,La Altagracia,23006,base.do
l01n_do_postal_code_581,Bayahibe Dm,La Altagracia,23101,base.do
l01n_do_postal_code_582,Boca de Yuma,La Altagracia,23102,base.do
l01n_do_postal_code_583,Gato,La Altagracia,23103,base.do
l01n_do_postal_code_584,La Piita,La Altagracia,23104,base.do
l01n_do_postal_code_585,Boca de Yuma Dm,La Altagracia,23105,base.do
l01n_do_postal_code_586,Cañada Honda,La Altagracia,23201,base.do
l01n_do_postal_code_587,El Barrero,La Altagracia,23202,base.do
l01n_do_postal_code_588,Las Guamas,La Altagracia,23203,base.do
l01n_do_postal_code_589,Otra Banda Dm,La Altagracia,23204,base.do
l01n_do_postal_code_590,El Bonao,La Altagracia,23205,base.do
l01n_do_postal_code_591,Duyey,La Altagracia,23206,base.do
l01n_do_postal_code_592,Cruz Del Isleo,La Altagracia,23207,base.do
l01n_do_postal_code_593,Bávaro,La Altagracia,23301,base.do
l01n_do_postal_code_594,Punta Cana,La Altagracia,23302,base.do
l01n_do_postal_code_595,Arroyo Grande,El Seibo,24001,base.do
l01n_do_postal_code_596,Campiña,El Seibo,24002,base.do
l01n_do_postal_code_597,Candelaria,El Seibo,24003,base.do
l01n_do_postal_code_598,Las Cuchillas,El Seibo,24004,base.do
l01n_do_postal_code_599,El Cuey,El Seibo,24005,base.do
l01n_do_postal_code_600,Magarin,El Seibo,24006,base.do
l01n_do_postal_code_601,Mata de Palma,El Seibo,24007,base.do
l01n_do_postal_code_602,San Francisco Dm,El Seibo,24008,base.do
l01n_do_postal_code_603,Santa Lucia Dm,El Seibo,24009,base.do
l01n_do_postal_code_604,Vicentillo,El Seibo,24010,base.do
l01n_do_postal_code_605,Anama,El Seibo,24011,base.do
l01n_do_postal_code_606,El Jovero,El Seibo,24101,base.do
l01n_do_postal_code_607,El Morro,El Seibo,24102,base.do
l01n_do_postal_code_608,Las Lilas,El Seibo,24103,base.do
l01n_do_postal_code_609,Isabelita,El Seibo,24104,base.do
l01n_do_postal_code_610,Pedro Sánchez Dm,El Seibo,24105,base.do
l01n_do_postal_code_611,Don López,Hato Mayor,25001,base.do
l01n_do_postal_code_612,Guayabo Dulce Dm,Hato Mayor,25002,base.do
l01n_do_postal_code_613,Manchado,Hato Mayor,25003,base.do
l01n_do_postal_code_614,Mata Palacio Dm,Hato Mayor,25004,base.do
l01n_do_postal_code_615,El Centro,Hato Mayor,25101,base.do
l01n_do_postal_code_616,Arenita,Hato Mayor,25201,base.do
l01n_do_postal_code_617,Rincón Fogón,Hato Mayor,25202,base.do
l01n_do_postal_code_618,San Rafael,Hato Mayor,25203,base.do
l01n_do_postal_code_619,Elupina Cordero,Hato Mayor,25204,base.do
l01n_do_postal_code_620,Magua,Hato Mayor,25105,base.do
l01n_do_postal_code_621,Yerba Buena Dm,Hato Mayor,25106,base.do
l01n_do_postal_code_622,Las Claras,Hato Mayor,25107,base.do
l01n_do_postal_code_623,El Mamón,Hato Mayor,25108,base.do
l01n_do_postal_code_624,Los Hatillos Dm,Hato Mayor,25109,base.do
l01n_do_postal_code_625,Elupina Cordero de las Cañitas Dm,Hato Mayor,25110,base.do
l01n_do_postal_code_626,La Piña de Joya Dm,Hato Mayor,25111,base.do
l01n_do_postal_code_627,Colón,Duarte,31001,base.do
l01n_do_postal_code_628,La Cruz de Cenovi Dm,Duarte,31002,base.do
l01n_do_postal_code_629,Guiza,Duarte,31003,base.do
l01n_do_postal_code_630,Jaya,Duarte,31004,base.do
l01n_do_postal_code_631,Los Bejucos,Duarte,31005,base.do
l01n_do_postal_code_632,Las Guázumas,Duarte,31006,base.do
l01n_do_postal_code_633,La Malena,Duarte,31007,base.do
l01n_do_postal_code_634,El Aguacate Dm,Duarte,31101,base.do
l01n_do_postal_code_635,Las Coles Dm,Duarte,31102,base.do
l01n_do_postal_code_636,Las Carreras,Duarte,31103,base.do
l01n_do_postal_code_637,La Jagua,Duarte,31104,base.do
l01n_do_postal_code_638,Agua Santa Del Yuna Dm,Duarte,31105,base.do
l01n_do_postal_code_639,Barranquito Dm,Duarte,31106,base.do
l01n_do_postal_code_640,Cristo Rey de Guaraguao Dm,Duarte,31107,base.do
l01n_do_postal_code_641,Barranquito,Duarte,31108,base.do
l01n_do_postal_code_642,Guaraguao,Duarte,31109,base.do
l01n_do_postal_code_643,Los Peynado,Duarte,31110,base.do
l01n_do_postal_code_644,Los Aguayos Dm,Duarte,31111,base.do
l01n_do_postal_code_645,Gina Clara,Duarte,31201,base.do
l01n_do_postal_code_646,Juan Díaz,Duarte,31202,base.do
l01n_do_postal_code_647,Los Cachones,Duarte,31203,base.do
l01n_do_postal_code_648,Los Llanos,Duarte,31204,base.do
l01n_do_postal_code_649,Rincón Hondo,Duarte,31205,base.do
l01n_do_postal_code_650,Las Taranas Dm,Duarte,31206,base.do
l01n_do_postal_code_651,Yaiba Abajo,Duarte,31207,base.do
l01n_do_postal_code_652,Acicate,Duarte,31301,base.do
l01n_do_postal_code_653,Cerrejón,Duarte,31302,base.do
l01n_do_postal_code_654,Sabana Grande Dm,Duarte,31303,base.do
l01n_do_postal_code_655,Buena Vista,Duarte,31401,base.do
l01n_do_postal_code_656,Caobete,Duarte,31402,base.do
l01n_do_postal_code_657,Cuaba Abajo,Duarte,31403,base.do
l01n_do_postal_code_658,San Felipe Arriba,Duarte,31404,base.do
l01n_do_postal_code_659,Ceiba de Los Pájaros,Duarte,31501,base.do
l01n_do_postal_code_660,Chiringo,Duarte,31502,base.do
l01n_do_postal_code_661,Las Taranas,Duarte,31503,base.do
l01n_do_postal_code_662,Yeiba,Duarte,31504,base.do
l01n_do_postal_code_663,La Enea,Duarte,31601,base.do
l01n_do_postal_code_664,El Hato,Duarte,31602,base.do
l01n_do_postal_code_665,Rincón de Los Genaos,Duarte,31603,base.do
l01n_do_postal_code_666,Los Riveras,Duarte,31604,base.do
l01n_do_postal_code_667,Callejón de Tilo,Duarte,31701,base.do
l01n_do_postal_code_668,Paraguay,Duarte,31702,base.do
l01n_do_postal_code_669,La Reforma,Duarte,31703,base.do
l01n_do_postal_code_670,La Bajada,Duarte,31801,base.do
l01n_do_postal_code_671,Majagual,Duarte,31802,base.do
l01n_do_postal_code_672,Dichoso,Duarte,31803,base.do
l01n_do_postal_code_673,Laguna de Coto,Duarte,31804,base.do
l01n_do_postal_code_674,La Mesa,Duarte,31805,base.do
l01n_do_postal_code_675,Patao,Duarte,31806,base.do
l01n_do_postal_code_676,La Pea,Duarte,31807,base.do
l01n_do_postal_code_677,Pontón,Duarte,31808,base.do
l01n_do_postal_code_678,Ramonal,Duarte,31809,base.do
l01n_do_postal_code_679,Acosta,Samaná,32001,base.do
l01n_do_postal_code_680,Arroyo Barril Dm,Samaná,32002,base.do
l01n_do_postal_code_681,Las Garelas Dm,Samaná,32003,base.do
l01n_do_postal_code_682,Los Cacaos,Samaná,32004,base.do
l01n_do_postal_code_683,Honduras,Samaná,32005,base.do
l01n_do_postal_code_684,Juana Vicenta,Samaná,32006,base.do
l01n_do_postal_code_685,El Limón Dm,Samaná,32007,base.do
l01n_do_postal_code_686,Las Pacualas,Samaná,32008,base.do
l01n_do_postal_code_687,La Majagua,Samaná,32101,base.do
l01n_do_postal_code_688,Las Garitas,Samaná,32102,base.do
l01n_do_postal_code_689,Agua Santa Del Yuma,Samaná,32103,base.do
l01n_do_postal_code_690,Majagual,Samaná,32104,base.do
l01n_do_postal_code_691,El Jaimito,Samaná,32201,base.do
l01n_do_postal_code_692,El Cosón,Samaná,32202,base.do
l01n_do_postal_code_693,La Barbacoa,Samaná,32203,base.do
l01n_do_postal_code_694,El Naranjo,Samaná,32204,base.do
l01n_do_postal_code_695,Las Carcobas,María Trinidad Sánchez,33001,base.do
l01n_do_postal_code_696,El Guayabo,María Trinidad Sánchez,33002,base.do
l01n_do_postal_code_697,Las Gordas,María Trinidad Sánchez,33003,base.do
l01n_do_postal_code_698,Abreu,María Trinidad Sánchez,33101,base.do
l01n_do_postal_code_699,Arroyo Salado,María Trinidad Sánchez,33102,base.do
l01n_do_postal_code_700,La Entrada,María Trinidad Sánchez,33103,base.do
l01n_do_postal_code_701,La Jaguita,María Trinidad Sánchez,33104,base.do
l01n_do_postal_code_702,El Pozo,María Trinidad Sánchez,33201,base.do
l01n_do_postal_code_703,El Papagayo,María Trinidad Sánchez,33202,base.do
l01n_do_postal_code_704,Los Pajones,María Trinidad Sánchez,33203,base.do
l01n_do_postal_code_705,El Telanza,María Trinidad Sánchez,33204,base.do
l01n_do_postal_code_706,Los Indios,María Trinidad Sánchez,33205,base.do
l01n_do_postal_code_707,San José de Matanzas,María Trinidad Sánchez,33206,base.do
l01n_do_postal_code_708,Payita,María Trinidad Sánchez,33207,base.do
l01n_do_postal_code_709,Caja de Jobo,María Trinidad Sánchez,33301,base.do
l01n_do_postal_code_710,Cruce Del Rincón,María Trinidad Sánchez,33302,base.do
l01n_do_postal_code_711,Los Yayales,María Trinidad Sánchez,33303,base.do
l01n_do_postal_code_712,La Entrada,María Trinidad Sánchez,33304,base.do
l01n_do_postal_code_713,Arroyo Salado,María Trinidad Sánchez,33305,base.do
l01n_do_postal_code_714,La Gorda,María Trinidad Sánchez,33306,base.do
l01n_do_postal_code_715,Arroyo Al Medio,María Trinidad Sánchez,33307,base.do
l01n_do_postal_code_716,Jamao Adentro,Hermanas Mirabal,34001,base.do
l01n_do_postal_code_717,Jamao Afuera,Hermanas Mirabal,34002,base.do
l01n_do_postal_code_718,Loa Cacaos,Hermanas Mirabal,34003,base.do
l01n_do_postal_code_719,Palmarito,Hermanas Mirabal,34004,base.do
l01n_do_postal_code_720,Boba Arriba,Hermanas Mirabal,34101,base.do
l01n_do_postal_code_721,Canete,Hermanas Mirabal,34102,base.do
l01n_do_postal_code_722,La Gran Parada,Hermanas Mirabal,34103,base.do
l01n_do_postal_code_723,Paso Hondo,Hermanas Mirabal,34104,base.do
l01n_do_postal_code_724,El Placer,Hermanas Mirabal,34105,base.do
l01n_do_postal_code_725,La Ceiba,Hermanas Mirabal,34201,base.do
l01n_do_postal_code_726,Los Limones,Hermanas Mirabal,34202,base.do
l01n_do_postal_code_727,San José,Hermanas Mirabal,34203,base.do
l01n_do_postal_code_728,Santa Ana,Hermanas Mirabal,34204,base.do
l01n_do_postal_code_729,Blanco Arriba,Hermanas Mirabal,34301,base.do
l01n_do_postal_code_730,Bacui,La Vega,41001,base.do
l01n_do_postal_code_731,Bayacanes,La Vega,41002,base.do
l01n_do_postal_code_732,Burende,La Vega,41003,base.do
l01n_do_postal_code_733,Cabirmota,La Vega,41004,base.do
l01n_do_postal_code_734,El Café,La Vega,41005,base.do
l01n_do_postal_code_735,El Mamey,La Vega,41006,base.do
l01n_do_postal_code_736,Guarey,La Vega,41007,base.do
l01n_do_postal_code_737,El Jamo,La Vega,41008,base.do
l01n_do_postal_code_738,La Peda,La Vega,41009,base.do
l01n_do_postal_code_739,Las Cabuyas,La Vega,41010,base.do
l01n_do_postal_code_740,Las Canas,La Vega,41011,base.do
l01n_do_postal_code_741,Licey,La Vega,41012,base.do
l01n_do_postal_code_742,Pontón,La Vega,41013,base.do
l01n_do_postal_code_743,Sabaneta,La Vega,41014,base.do
l01n_do_postal_code_744,Tavera Abajo,La Vega,41015,base.do
l01n_do_postal_code_745,Maldonado,La Vega,41101,base.do
l01n_do_postal_code_746,Palero,La Vega,41102,base.do
l01n_do_postal_code_747,Tireo Dm,La Vega,41103,base.do
l01n_do_postal_code_748,La Altagracia,La Vega,41104,base.do
l01n_do_postal_code_749,Arroyo Frío,La Vega,41105,base.do
l01n_do_postal_code_750,La Descubierta,La Vega,41106,base.do
l01n_do_postal_code_751,Las Palomas,La Vega,41107,base.do
l01n_do_postal_code_752,El Río,La Vega,41108,base.do
l01n_do_postal_code_753,Tireo Abajo,La Vega,41109,base.do
l01n_do_postal_code_754,Tireo Arriba,La Vega,41110,base.do
l01n_do_postal_code_755,La Sabina Dm,La Vega,41111,base.do
l01n_do_postal_code_756,Buena Vista Dm,La Vega,41201,base.do
l01n_do_postal_code_757,Hato Viejo,La Vega,41202,base.do
l01n_do_postal_code_758,Corocito,La Vega,41203,base.do
l01n_do_postal_code_759,Estancia,La Vega,41204,base.do
l01n_do_postal_code_760,Hatillo,La Vega,41205,base.do
l01n_do_postal_code_761,Junumucú,La Vega,41205,base.do
l01n_do_postal_code_762,Los Corozos,La Vega,41206,base.do
l01n_do_postal_code_763,Manabao,La Vega,41207,base.do
l01n_do_postal_code_764,Los Dajaos,La Vega,41208,base.do
l01n_do_postal_code_765,La Cienega,La Vega,41209,base.do
l01n_do_postal_code_766,Paso Bajito,La Vega,41210,base.do
l01n_do_postal_code_767,Pedregal,La Vega,41211,base.do
l01n_do_postal_code_768,Piedra Blanca,La Vega,41212,base.do
l01n_do_postal_code_769,Pinar Quemado,La Vega,41213,base.do
l01n_do_postal_code_770,Los Forosos,La Vega,41214,base.do
l01n_do_postal_code_771,Cabirma,La Vega,41215,base.do
l01n_do_postal_code_772,Río Verde Arriba Dm,La Vega,41216,base.do
l01n_do_postal_code_773,Arroyo Hondo Arriba,La Vega,41217,base.do
l01n_do_postal_code_774,El Mirador,La Vega,41218,base.do
l01n_do_postal_code_775,El Naranjal,La Vega,41219,base.do
l01n_do_postal_code_776,Pueblo Viejo,La Vega,41220,base.do
l01n_do_postal_code_777,Río Verde Abajo,La Vega,41221,base.do
l01n_do_postal_code_778,Río Verde Arriba,La Vega,41222,base.do
l01n_do_postal_code_779,La Frontera,La Vega,41301,base.do
l01n_do_postal_code_780,Jima Arriba,La Vega,41302,base.do
l01n_do_postal_code_781,San Bartolo,La Vega,41303,base.do
l01n_do_postal_code_782,Rincón Dm,La Vega,41304,base.do
l01n_do_postal_code_783,La Curbita,La Vega,41305,base.do
l01n_do_postal_code_784,Junumucú,La Vega,41306,base.do
