"id","company_id/id","create_date","create_uid/id","note","children_ids/id","children_ids/company_id/id","children_ids/create_date","children_ids/create_uid/id","children_ids/note","children_ids/children_ids/id","children_ids/name","children_ids/code","children_ids/rule_ids/id","children_ids/write_uid/id","children_ids/write_date","name","parent_id/id","code","rule_ids/id","write_uid/id","write_date"
"__export__.hr_payroll_structure_3","base.main_company","2015-03-01 22:44:01","base.user_root","","","","","","","","","","","","","Estructura salarial empleado común","","ESEC","hr_payroll.hr_rule_basic,hr_payroll.hr_rule_taxable,hr_payroll.hr_rule_net,__export__.hr_salary_rule_4,__export__.hr_salary_rule_5,__export__.hr_salary_rule_6,__export__.hr_salary_rule_7,__export__.hr_salary_rule_8,__export__.hr_salary_rule_9,__export__.hr_salary_rule_10,__export__.hr_salary_rule_11","base.user_root","2015-03-02 00:56:44"
